Central Christian College of Kansas	McPherson	KS	1540	16850.0	921.0	0.53639240506329	10959.0	0.5248
Emporia State University	Emporia	KS	431	19392.0	1029.0	0.87426556991774	12500.0	0.3854
Friends University	Wichita	KS	1192	26865.0	1002.0	0.55006675567423	18979.0	0.4639
University of Kansas	Lawrence	KS	85	28239.0	1185.0	0.93006993006993	14275.5	0.4931
Newman University	Wichita	KS	1249	27556.0	1079.0	0.57776108189331	15500.0	0.3342
Kansas Wesleyan University	Salina	KS	1448	28000.0	1003.0	0.54658385093167	12500.0	0.5575
Manhattan Christian College	Manhattan	KS	1607	14986.0	1022.0	0.59514170040485	10500.0	0.5504
McPherson College	McPherson	KS	1340	26498.0	1011.0	0.57295960428689	15000.0	0.6519
MidAmerica Nazarene University	Olathe	KS	1104	28150.0	994.0	0.51810584958217	15000.0	0.4224
Pittsburg State University	Pittsburg	KS	619	17662.0	1010.0	0.87335197762684	13500.0	0.528
University of Saint Mary	Leavenworth	KS	1558	26650.0	1005.0	0.49436936936936	15000.0	0.4235
Southwestern College	Winfield	KS	1050	27250.0	959.0	0.92151898734177	15775.0	0.5993
Sterling College	Sterling	KS	1020	24250.0	967.0	0.37366892545982	14000.0	0.5385
Tabor College	Hillsboro	KS	1325	26590.0	971.0	0.5594294770206	15000.0	0.5358
Wichita State University	Wichita	KS	288	16634.0	1102.0	0.86233148295003	14000.0	0.4683
Alice Lloyd College	Pippa Passes	KY	1510	11550.0	1010.0	0.22187154805112	9000.0	0.4529
Asbury University	Wilmore	KY	1220	28630.0	1124.0	0.6959564541213	19500.0	0.3959
Bellarmine University	Louisville	KY	649	39750.0	1118.0	0.82453316162266	18750.0	0.3554
Berea College	Berea	KY	527	25470.0	1123.0	0.32798165137614	4556.5	0.433
Brescia University	Owensboro	KY	1378	21100.0	1060.0	0.46768893756845	17690.5	0.251
Campbellsville University	Campbellsville	KY	920	24596.0	1008.0	0.69790964261631	11000.0	0.4308
Centre College	Danville	KY	634	39300.0	1266.0	0.74258188824662	25990.0	0.4916
University of the Cumberlands	Williamsburg	KY	1118	23000.0	1025.0	0.70868223887174	9013.0	0.446
Eastern Kentucky University	Richmond	KY	309	18180.0	1049.0	0.86330490668644	14000.0	0.4357
Georgetown College	Georgetown	KY	936	35650.0	1061.0	0.66116870876531	18500.0	0.4594
